TIMESTAMP,POWER,U10,V10,WS10,U100,V100,WS100
20121031 3:00,0.7931238992,4.8499240293,-1.3977696141,5.0473283015,6.224165304,-1.9928034847,6.5354035423
20121031 4:00,0.3322669926,5.1933442534,-1.4595690002,5.3945496755,6.5686845165,-2.1173914096,6.9015188661
20121031 5:00,0.1021979799,5.4846425429,-0.6834106089,5.5270565298,6.9584558147,-1.2080952456,7.0625492173
20121031 6:00,0.0524423996,5.4934107188,1.4533817234,5.682418478,7.1141229895,1.6267692658,7.2977478823
20121031 7:00,0.0072157723,5.5119213125,3.1764324031,6.3616821177,7.3096119997,4.2020212426,8.4313350135
20121031 8:00,0.1281495992,4.8776899197,4.9377149064,6.9406690924,6.7201281633,7.0864600068,9.7661680284
20121031 9:00,0.4834297833,2.6934398697,6.8026946846,7.3165069059,3.8137375389,10.1157077728,10.8107417766
20121031 10:00,0.6001761259,2.7212057602,6.8440688499,7.3652046279,3.9090685994,10.2259452561,10.9476378135
20121031 11:00,0.3008968046,3.6550164974,5.8296162157,6.8806664516,5.1725068322,8.8646101813,10.2633396414
20121031 12:00,0.5925380109,4.0383806342,4.2196898359,5.8407448547,5.8506847567,6.6324642176,8.844212442
20121031 13:00,0.6751734301,4.3077584838,3.7362929431,5.7023388282,6.3303568651,5.8281871945,8.6047187062
20121031 14:00,0.7195463858,4.4914030576,3.2748924419,5.5585629377,6.6229870193,5.3344015444,8.5041047086
20121031 15:00,0.9524010639,4.5829817841,2.757977238,5.3488466494,6.5071416799,4.5288199357,7.9279948822
20121031 16:00,0.9077675137,5.3570168709,3.0748300226,6.1767474793,7.6360303779,4.5046851021,8.8657288365
20121031 17:00,0.9659340067,5.5080243454,4.3024381664,6.9892278805,7.8206588876,6.5300542479,10.1884402102
20121031 18:00,0.9634718378,5.2454661882,4.716179819,7.0538831587,7.5328556225,7.1862608053,10.4108721149
20121031 19:00,0.9701843931,4.6618953675,4.4888837719,6.4717343839,6.685133217,6.882944653,9.5950994381
20121031 20:00,0.9092052766,3.7305202347,4.7030867287,6.0029830917,5.3710126482,7.1569076293,8.9481340894
20121031 21:00,0.8060727508,2.5268445269,5.7233003227,6.256285627,3.3992284338,8.0277185181,8.7177415969
20121031 22:00,0.806189569,1.6475913288,6.0406768308,6.2613364198,2.1122591164,8.184921083,8.4530806047
20121031 23:00,0.6282484454,1.3860074134,5.9134119934,6.0736692332,1.7061970674,7.8313783851,8.0150855169
20121101 0:00,0.5407156465,1.4629725133,5.8997951795,6.078476103,1.7942877942,7.7002675322,7.9065535321
20121101 1:00,0.5329876712,1.4628943256,5.9202711064,6.0983333609,1.8084762287,7.6695243411,7.8798597632
20121101 2:00,0.4727004781,1.4028266783,5.7246435719,5.894019572,1.679626876,7.3521414643,7.5415602201
20121101 3:00,0.4022590849,1.5802992728,5.599490553,5.8182162425,1.8832919819,7.1600210789,7.4035593156
20121101 4:00,0.3402465763,1.3815299669,5.5429894328,5.7125613258,1.5916490922,7.0831729247,7.259799275
20121101 5:00,0.3633316559,1.3181859024,5.4785903065,5.6349415099,1.4898165393,7.0170835121,7.1734938723
20121101 6:00,0.2974102297,1.3536804213,5.5022843247,5.6663553959,1.4995148776,7.0993110371,7.2559466694
20121101 7:00,0.2335196434,1.1685628535,5.7556280572,5.8730565701,1.2556709414,7.5342715897,7.6381907479
20121101 8:00,0.178642033,0.814163734,5.6863686195,5.7443581593,0.8143965453,7.6457014133,7.6889525837
20121101 9:00,0.1915729125,0.6754620755,4.6395790485,4.6884904567,0.7000947002,7.1223654833,7.1566907623
20121101 10:00,0.2443747529,-0.6105316479,3.6790600051,3.7293741317,-1.4273050962,6.4430278004,6.5992277635
20121101 11:00,0.1956076345,-2.2110614157,2.9980088681,3.7251643933,-4.0022139348,5.195782258,6.5584959901
20121101 12:00,0.3283760469,-2.9575384517,2.4044433365,3.8116113983,-4.9110867882,4.1268244334,6.4147839671
20121101 13:00,0.4380234355,-2.8330346008,1.9372459017,3.432055759,-4.8612096194,3.4920586799,5.9854684685
20121101 14:00,0.5247385069,-3.1557616881,2.1170774241,3.800111663,-5.3516684458,3.7571848118,6.5388678579
20121101 15:00,0.5302649078,-3.255146341,2.2610641497,3.9633809798,-5.4784395831,3.9715911619,6.7665971229
20121101 16:00,0.7626972431,-3.4424481869,2.1918047121,4.0809873089,-5.7021941042,3.8609298199,6.8863485736
20121101 17:00,0.8208008339,-3.7444246324,2.0314144354,4.259971882,-6.1801836384,3.6257744681,7.165257169
20121101 18:00,0.6904856044,-3.9939784038,1.6668910792,4.3278619848,-6.7253688028,3.1485474307,7.4258963403
20121101 19:00,0.6247079544,-4.2566378436,1.2410062915,4.4338541189,-7.1077604301,2.4722836739,7.5254531356
20121101 20:00,0.7166349161,-4.8764267507,1.1735694706,5.0156558053,-7.8115827008,2.1933248742,8.1136612139
20121101 21:00,0.7977786564,-5.7206502311,1.1687091592,5.838811537,-8.4308908798,2.0004360072,8.6649677003
20121101 22:00,0.877008375,-6.5889007704,0.8485361447,6.6433144553,-9.0439644128,1.306497175,9.1378458714
20121101 23:00,0.7893947018,-5.2461158168,0.0599506176,5.246458352,-6.830665048,0.1199616744,6.8317183637
20121102 0:00,0.7117555084,-5.3711657372,-0.0360405328,5.3712866519,-6.8791567399,-0.0129856323,6.8791689962
20121102 1:00,0.680663887,-4.7318705876,-1.124900814,4.8637435273,-5.9690037729,-1.4322495213,6.1384317811
20121102 2:00,0.4373674562,-3.769434045,-1.1615884144,3.9443530095,-4.6707718933,-1.5018310359,4.9062823543
20121102 3:00,0.1059810934,-2.5557687957,-0.8629137183,2.6975125991,-3.0771276396,-1.1121745537,3.2719484636
20121102 4:00,0.0038639876,-2.0860803443,-1.0477627822,2.3344245652,-2.4625643972,-1.336045514,2.8016496972
20121102 5:00,0,-1.5795773802,-1.3878286173,2.1026490366,-1.7978865555,-1.7626104518,2.5177751432
20121102 6:00,0,-1.8494156207,-1.3200976626,2.2722226952,-2.139193352,-1.7008946736,2.7329820504
20121102 7:00,0,-1.4282737792,-1.4353343564,2.0248828862,-1.5847676285,-1.8654700822,2.4477473448
20121102 8:00,0.0067934294,-1.6038506852,-0.8662061952,1.822813812,-1.7947214229,-1.2458920732,2.1847819214
20121102 9:00,0.171570037,-2.9441416755,-0.4664054208,2.98085629,-4.8654275469,-1.2930864919,5.0343279482
20121102 10:00,0.1905395205,-4.0307766286,-0.3911488045,4.0497108066,-6.7681997491,-1.0734509282,6.8527968553
20121102 11:00,0.1580910104,-4.0501952726,-0.4160775587,4.0715110562,-6.8399427543,-0.8979844998,6.8986370425
20121102 12:00,0.1986988246,-3.8592452734,-0.6503137771,3.9136532919,-6.6452871006,-1.2029330511,6.7532872422
20121102 13:00,0.1980338593,-3.1816155092,-1.2994020931,3.4367314484,-5.7669628099,-2.4426941258,6.2629557433
20121102 14:00,0.3075194997,-3.4243485591,-1.2758844005,3.654318549,-5.9832468695,-2.6810864457,6.5564828704
20121102 15:00,0.386147155,-3.4069526905,-1.4442710796,3.7004385668,-5.9252194389,-3.0162878294,6.6487756519
20121102 16:00,0.4823694332,-3.3891522669,-1.4414489565,3.6829510154,-5.8619167873,-3.0973654205,6.6299125913
20121102 17:00,0.3231911146,-3.2394668861,-1.4405082488,3.5453081278,-5.6213667113,-3.2401587897,6.4883274181
20121102 18:00,0.2852880917,-3.3875340465,-1.5562152964,3.7278939048,-6.1277879239,-3.7738187545,7.1966306583
20121102 19:00,0.371985191,-2.9020679468,-1.7895108071,3.4094497059,-5.4330413228,-4.4351456723,7.0134481641
20121102 20:00,0.4226124151,-2.7952654049,-1.815380269,3.3330337839,-5.018936477,-4.7364638837,6.9010009044
20121102 21:00,0.3626307466,-2.6213067192,-2.9080122677,3.9150714253,-3.6479065481,-5.4274385774,6.5394427664
20121102 22:00,0.352746127,-2.4813306604,-4.030746913,4.7332782004,-3.1082514433,-5.8183051729,6.5965068119
20121102 23:00,0.229754502,-1.0601286536,-4.3204848859,4.4486472564,-1.1057775649,-5.7928927936,5.8974868326
20121103 0:00,0.0456579562,0.0002102192,-4.1798490841,4.1798490894,0.2114451102,-5.3409154765,5.3450993594
20121103 1:00,0.0444628159,0.5913917036,-2.3433430881,2.4168162892,0.7719043767,-2.9191214989,3.0194547011
20121103 2:00,0.3457639912,0.9429865721,-2.8853910359,3.0355732746,1.249257742,-3.5649842481,3.7775332686
20121103 3:00,0.1667625175,2.4821110473,-1.852384717,3.0971284105,3.112179256,-2.28610896,3.8615999144
20121103 4:00,0.0545001977,4.3756208265,0.1737531294,4.3790692809,5.3946095032,-0.0233545184,5.3946600566
20121103 5:00,0.0392688976,1.3611532581,1.7413308727,2.2101971406,1.8271634584,1.965634571,2.6836999777
20121103 6:00,0.0490277129,-0.3485864141,1.6275215718,1.6644335237,-0.2541620869,1.8913268326,1.9083279472
20121103 7:00,0,-0.3681194623,0.4678297172,0.5952953744,-0.2903825574,0.5420547396,0.6149352571
20121103 8:00,0,-0.8983022005,0.3486207049,0.9635783514,-1.0077641154,0.4023785395,1.085125339
20121103 9:00,0,-1.7155011578,0.381018973,1.7573046635,-2.5463232068,0.5666377508,2.6086088657
20121103 10:00,0,-2.3441464045,0.0300377348,2.3443388473,-4.469792373,-0.1490630985,4.4722772348
20121103 11:00,0.0211980159,-3.1932360528,-0.7371366404,3.277213285,-6.448403151,-1.8352341861,6.7044752006
20121103 12:00,0.0754825492,-3.7146488509,-1.4071162112,3.9722276014,-7.1668659171,-3.1157855886,7.8148632047
20121103 13:00,0.2522375184,-3.7580999174,-1.9259038639,4.2228450934,-6.9879259807,-4.3941021719,8.2546498053
20121103 14:00,0.4547194565,-3.3040562041,-2.4401225301,4.107430506,-5.7256155526,-5.8947832658,8.2177334592
20121103 15:00,0.6493835592,-2.5586113016,-3.6928555651,4.492624402,-4.0470400155,-7.9960720201,8.9619027353
20121103 16:00,0.823388807,-1.9849774969,-4.7511989912,5.1491773632,-2.9350175099,-9.289473633,9.7421069673
20121103 17:00,0.9233762266,-1.7334396715,-5.0755970351,5.3634409065,-2.4122534054,-9.6900649749,9.9858062123
20121103 18:00,0.9169332519,-1.4926649543,-5.0581518138,5.2737982932,-1.9278721876,-9.6956520229,9.8854620186
20121103 19:00,0.9151540203,-1.1406714522,-4.9352045398,5.0653109689,-1.2218433144,-9.566591214,9.6443023875
20121103 20:00,0.9217317853,-0.817379572,-4.7943966821,4.8635736768,-0.5498724955,-9.3755141723,9.3916252989
20121103 21:00,0.9006955178,-0.1943151963,-4.9231590298,4.9269923106,0.4713285318,-8.5927687469,8.6056856393
20121103 22:00,0.8857517702,0.815423808,-4.744968555,4.8145241276,1.5617268758,-7.0233669626,7.1949061374
20121103 23:00,0.7720157435,2.5614391412,-4.6461123009,5.3054057326,3.5484467144,-6.1702247324,7.1178049519
20121104 0:00,0.7172369793,4.0531262135,-4.4974125574,6.0543002745,5.3935282952,-5.8959006754,7.9907316464
20121104 1:00,0.8137288379,2.2135674014,-5.426310523,5.8604374011,3.1491055899,-7.0213735214,7.6952291806
20121104 2:00,0.8138905862,2.5702521067,-5.1852701356,5.7873329152,3.5158764626,-6.6605259496,7.5315332586
20121104 3:00,0.6281495992,2.9277840442,-4.8139376469,5.6343513449,3.9265063335,-6.2190701943,7.3548817848
20121104 4:00,0.5912080802,3.9681850375,-4.7888098845,6.2192598114,5.2965517907,-6.2411114945,8.1856541313
20121104 5:00,0.6377466662,3.363684949,-4.5594027205,5.6659094242,4.4193718261,-5.9759861407,7.4325808231
20121104 6:00,0.5841720283,3.5996390831,-4.3863003573,5.6742428881,4.8119098603,-5.8116210164,7.545158404
20121104 7:00,0.5603950253,2.936256365,-4.2318111515,5.1507113162,4.0619209906,-5.6762244581,6.9798801015
20121104 8:00,0.5160130836,1.5565389239,-3.8237176771,4.1283931857,2.7582122682,-5.9621316092,6.5692273702
20121104 9:00,0.3224991913,0.5161379305,-2.6375942264,2.6876200748,2.019188148,-6.0358125269,6.3646016087
20121104 10:00,0.5272995219,-0.5424785525,-2.9391273751,2.9887711032,0.5915777557,-6.6296681293,6.6560095963
20121104 11:00,0.8792548794,-2.1238372285,-4.1178055629,4.6332501796,-3.1413712311,-8.3791176133,8.9486214128
20121104 12:00,0.2901495273,-2.7719697691,-5.795316367,6.4241348207,-4.346945445,-10.1625736748,11.0532275104
20121104 13:00,0.1417274721,-2.9880139493,-6.5738116722,7.2210267458,-4.4483693784,-11.1443561606,11.999360998
20121104 14:00,0.1909438913,-2.1534903512,-6.7715764688,7.1057560165,-3.0777756837,-11.5234665239,11.9274047423
20121104 15:00,0.4590956472,-1.2715217567,-6.2424974718,6.3706783205,-1.7740669613,-10.8641167724,11.0080128464
20121104 16:00,0.6288864527,-0.0934455505,-4.9051421178,4.9060321306,0.0203143037,-9.0781417052,9.078164434
20121104 17:00,0.785926099,-1.4286833074,-3.643170051,3.9132881332,-1.3064203927,-7.4433069822,7.557086282
20121104 18:00,0.8619118651,-2.5601617493,-4.757632846,5.4027306503,-3.4944361669,-8.8911055293,9.5531587267
20121104 19:00,0.4237805974,-1.7468189532,-5.6673509104,5.9304504716,-2.2197840308,-9.9169706155,10.162369179
20121104 20:00,0.4353905323,1.0748874868,-5.648737753,5.7500975046,2.503281841,-9.6694783018,9.9882546326
20121104 21:00,0.4933773049,4.8446466236,-3.6278141962,6.0524075168,8.4193124646,-5.6888194867,10.1610771835
20121104 22:00,0.6272150534,7.6972770345,-3.0568555952,8.2820552929,11.3249710973,-4.6503593719,12.2425819435
20121104 23:00,0.8889507926,3.1133278696,-3.9702962911,5.0454001885,5.4824042957,-6.9451735978,8.8482875838
20121105 0:00,0.905862478,2.8693250307,-6.2178350383,6.8479558042,4.5586241455,-9.691519602,10.7101170067
20121105 1:00,0.8887441142,4.0116992133,-7.420090157,8.4351329875,5.7731170889,-10.7627172288,12.2133108971
20121105 2:00,0.780884943,5.827212751,-7.6859239225,9.645197509,8.4669950526,-11.2545318409,14.0838379775
20121105 3:00,0.8601874483,5.261058095,-6.6571754018,8.4850878964,7.785722679,-9.6644545238,12.4104455551
20121105 4:00,0.8355918191,3.8008439602,-7.6658154683,8.5563509514,5.9781445568,-11.0543194478,12.5672666398
20121105 5:00,0.9348154272,2.4510382847,-8.9185721696,9.2492441971,3.693783399,-12.7421257694,13.2667179409
20121105 6:00,0.9162323425,1.2506575918,-9.5097607252,9.5916470673,1.9125736387,-13.5022989453,13.6370823394
20121105 7:00,0.9016390496,0.6894837685,-8.7287483612,8.7559371755,1.1774882815,-12.9185662425,12.9721174993
20121105 8:00,0.9249757378,1.2801275189,-7.8853997889,7.9886329429,1.9981362828,-11.8789409401,12.0458202902
20121105 9:00,0.937250638,1.8794877266,-6.1146493055,6.3969844649,3.2896478914,-10.0284290326,10.554201633
20121105 10:00,0.4057007297,3.7169999422,-3.2258687644,4.9216174024,5.8280063323,-6.4599997047,8.7004168862
20121105 11:00,0.2808310269,4.1930845393,0.1640144572,4.1962910643,6.6346629578,-0.6961014964,6.6710801117
20121105 12:00,0.3653085798,3.4023773401,1.362478332,3.6650400775,5.4044981506,1.795195722,5.6948510024
20121105 13:00,0.8549027713,4.8787791814,2.3711183984,5.4244528535,7.0344934267,3.9246314912,8.0552361922
20121105 14:00,0.6273947737,4.9887725713,5.3435501093,7.3103611086,7.1991611568,8.0804913761,10.8223039248
20121105 15:00,0.6978271809,4.5276304724,3.6773635881,5.8328758476,6.5216556921,5.5611961186,8.5708164859
20121105 16:00,0.6624761871,3.9311757505,2.533996878,4.677101983,6.185324544,4.173972519,7.4619224268
20121105 17:00,0.6214010999,3.598290095,2.1873271263,4.2109490101,5.7489012462,3.8173937186,6.9008956188
20121105 18:00,0.4902501707,1.8786575878,1.1686328328,2.2124775773,3.6927071393,2.6752850278,4.5599600871
20121105 19:00,0.2478523418,1.0360667141,0.5283796487,1.1630216203,2.6993194603,1.8327025292,3.2626866398
20121105 20:00,0.4730958628,2.0513264565,0.915668478,2.2464169232,4.1016858154,2.2146380442,4.6613783578
20121105 21:00,0.6509111822,2.7905650506,0.863788666,2.9211956732,4.21845999,1.5490242836,4.4938714844
20121105 22:00,0.2589860178,3.3895101889,0.9422116377,3.5180309962,4.376670162,1.2558372699,4.5532811198
20121105 23:00,0.0497645663,4.005058103,1.0174172566,4.1322667245,5.0977641435,1.2885896931,5.2581044741
20121106 0:00,0.0950540958,4.124598089,0.704127539,4.1842687518,5.1957037739,0.8506580998,5.2648795721
20121106 1:00,0.02732648,4.1496226856,0.6728403529,4.203817619,5.1740523587,0.7831909909,5.2329920637
20121106 2:00,0.028827145,4.474469067,0.630502158,4.5186730798,5.5972926195,0.7232628836,5.6438279445
20121106 3:00,0.0226627368,4.4649025282,0.5294089172,4.49617931,5.5677280424,0.5709222741,5.5969230652
20121106 4:00,0.0107922073,4.5414348383,0.5220645365,4.5713435411,5.6621272183,0.5563603041,5.6893955236
20121106 5:00,0.0564501635,4.7053138066,0.6737043977,4.7532994471,5.8794527933,0.7613480359,5.9285424837
20121106 6:00,0.1683081126,4.7710317685,1.3429070898,4.9564244762,6.0267570017,1.6266651005,6.2424225512
20121106 7:00,0.1909798354,4.6570651763,2.0289586555,5.0798552422,5.9883749193,2.555830803,6.5109834332
20121106 8:00,0.3897146041,3.9029723602,2.2968125413,4.5286356769,5.1356702762,2.9977305855,5.9465534429
20121106 9:00,0.52631106,2.3918751727,2.2181844651,3.2621172822,3.8535012509,3.6535793121,5.3101896087
20121106 10:00,0.333489091,1.6411098483,2.6095967563,3.0827320294,3.0972704908,5.0722512375,5.9431319277
20121106 11:00,0.1032852881,1.2359877286,3.0398910632,3.2815550188,2.4966427678,5.9050839075,6.4111809415
20121106 12:00,0.123998059,0.107968028,3.3587235919,3.3604584898,0.2673699236,6.2870555826,6.2927382414
20121106 13:00,0.2401063945,-0.27968476,3.3764365101,3.3880004533,-0.6755844809,6.0142986826,6.052123845
20121106 14:00,0.2784227742,-0.2776050777,2.9690393902,2.9819891817,-0.7585727674,5.3696514714,5.4229687043
20121106 15:00,0.1314744258,0.2631123304,2.9258371506,2.9376438059,0.1117668866,5.1557025272,5.1569138432
20121106 16:00,0.0958089213,0.527647924,2.5439293521,2.5980740713,0.6257755856,4.5861054692,4.6286022143
20121106 17:00,0.0830937062,0.6428623255,2.1140670676,2.209649641,0.9317948918,4.097159322,4.2017801263
20121106 18:00,0.0160310557,0.4348940916,1.5917519902,1.6500931093,1.082211161,3.7947184062,3.9460193587
20121106 19:00,0,0.1117114562,1.4336317931,1.4379775964,0.8742217681,3.4877968842,3.5956905881
20121106 20:00,0,-0.2177102263,1.5001632422,1.5158784568,0.4971437417,3.3729813514,3.4094215193
20121106 21:00,0,-0.4310856343,0.7086982118,0.8295106868,0.0479696414,1.6322658582,1.632970581
20121106 22:00,0,0.2418995706,-0.0819027738,0.2553888537,0.3799227871,-0.0328394059,0.3813394167
20121106 23:00,0.0041695122,2.0503913326,0.3596241154,2.0816902078,2.5448797093,0.4482656805,2.5840578273
20121107 0:00,0.2503055246,3.4961864947,0.8547217818,3.5991484173,4.3389827265,1.0010604655,4.4529645357
20121107 1:00,0.4251285001,4.5207616127,1.5740030384,4.7869375517,5.6696121342,1.9111335737,5.983053843
20121107 2:00,0.5669188742,4.4733171557,1.3966473006,4.6862767799,5.5898319705,1.6660688667,5.832838668
20121107 3:00,0.6762427663,5.4186656647,0.9982721029,5.5098534261,6.7839882496,1.267838718,6.9014427177
20121107 4:00,0.6484310413,6.5314860256,1.1081066207,6.6248177322,8.299386996,1.4987214395,8.433622618
20121107 5:00,0.7980302649,6.5955714489,2.1195744955,6.9277816637,8.5183580834,2.7041901947,8.9372853287
20121107 6:00,0.7767064448,6.5782223564,0.990619698,6.6523933104,8.5230260717,1.3132210711,8.6236026695
20121107 7:00,0.6164408181,6.8512050157,2.2177053352,7.2011962285,9.1264696498,3.0530670344,9.623599461
20121107 8:00,0.7860339312,6.4401377427,3.5811838367,7.3688704573,8.7950424807,4.9063688806,10.0710092756
20121107 9:00,0.7855936163,5.5015164329,3.9809094588,6.7907527698,7.8822385872,5.9291736644,9.8633049983
20121107 10:00,0.7701556378,4.6907119065,4.0610346398,6.2044162122,6.959249992,6.3926409458,9.4497099804
20121107 11:00,0.6154523561,4.2109563897,3.9665049319,5.7849213556,6.3014880046,6.342153078,8.9404505891
20121107 12:00,0.5114661587,3.7014595716,3.8274112188,5.3244604983,5.5868614325,6.1424707242,8.3031901859
20121107 13:00,0.4411415837,3.2312637589,3.2867913177,4.6091281872,4.9638971761,5.4169203534,7.3473329372
20121107 14:00,0.2298174041,2.7766467231,2.7331173141,3.8961130987,4.3999193172,4.7747600565,6.4928902344
20121107 15:00,0.1601577945,2.5688116764,2.3252891457,3.4649333384,4.1915572941,4.34532954,6.0374697814
20121107 16:00,0.2889184429,2.7309725817,2.0214436559,3.3977118324,4.5395346036,3.9862416708,6.0413158397
20121107 17:00,0.272797527,3.2337422007,2.2640699062,3.947543687,5.3398824153,4.2437865248,6.8208553919
20121107 18:00,0.1838629093,3.4327256696,2.4378245122,4.2102961743,5.6534863564,4.4542471875,7.1973763268
20121107 19:00,0.1397415621,3.3176551582,2.4981434687,4.1530177629,5.4608257485,4.5155133642,7.0859352804
20121107 20:00,0.1064214083,3.2712728906,2.8123422122,4.3139882989,5.001665445,4.5036004965,6.7304587256
20121107 21:00,0.0704773373,3.6472879155,3.2048655708,4.855293242,4.9596535504,4.4043265991,6.6329673699
20121107 22:00,0.0396642824,3.7315549361,3.1949624586,4.9124624531,4.974930603,4.2409501278,6.5372465527
20121107 23:00,0.1617932497,3.7729803202,3.0752248285,4.8674827419,4.893452989,3.9743288031,6.3040599292
20121108 0:00,0.2203191834,3.6097572256,2.8411512661,4.5937444144,4.5921555626,3.6322593163,5.8550149831
20121108 1:00,0.2724650444,3.7632962454,2.0883563605,4.3039087954,4.6924305734,2.6085059305,5.3687249768
20121108 2:00,0.3697656447,4.0255855789,1.9600740101,4.4774132463,5.0079320724,2.4348145125,5.5684562809
20121108 3:00,0.5150695518,4.5019672713,1.9184689235,4.8936931169,5.618580135,2.3943487699,6.107483014
20121108 4:00,0.7054922541,4.9441221266,1.8808262261,5.2897874149,6.2066607693,2.3862556214,6.6495754598
20121108 5:00,0.7767513749,5.388023249,2.1735477284,5.8099143074,6.8230613136,2.790913047,7.3717949867
20121108 6:00,0.7614392006,5.8291303439,2.7822697696,6.4590855109,7.4633567822,3.660615237,8.3127491464
20121108 7:00,0.8092448151,5.9677839597,3.4538947394,6.8952037142,7.7686808135,4.6535823044,9.0558395439
20121108 8:00,0.8412530103,5.1973308707,4.1656388998,6.6606903263,6.9358984556,5.7710593488,9.0228495163
20121108 9:00,0.777335466,3.1782967331,4.0433001332,5.1429413851,4.6371182489,6.1246676838,7.6820843455
20121108 10:00,0.4492200137,1.8081754873,3.2711295374,3.73761783,3.1759878846,6.1128392359,6.8886647884
20121108 11:00,0.4048290859,1.7323874908,3.3701892675,3.7893722589,3.0388133198,6.3743101879,7.0616015721
20121108 12:00,0.3499874196,2.1549841534,3.4727160881,4.0870177061,3.5990165425,6.3587464407,7.3066118256
20121108 13:00,0.1803583624,2.3358974354,3.2339821386,3.9893680329,3.8034508939,5.8687996808,6.9935004394
20121108 14:00,0.1946012005,2.2178497726,2.9209533917,3.6675368206,3.5636166548,5.3769852713,6.4506847908
20121108 15:00,0.1423924374,2.1445065502,2.91055212,3.6152761979,3.403432163,5.4037549164,6.3862287529
20121108 16:00,0.1719744078,1.8081754873,2.870928228,3.392893674,2.8445564361,5.427411812,6.1276667905
20121108 17:00,0.3995093634,1.5214384129,2.7996052223,3.1863088748,2.4135628035,5.4255441624,5.9381659512
20121108 18:00,0.3302451386,1.3775459956,2.5940562825,2.9371348227,2.3047081489,5.3029018349,5.7820798613
20121108 19:00,0.4455806765,1.5060712616,2.557899481,2.9683497772,2.5945447293,5.3172204823,5.9164597531
20121108 20:00,0.5062722404,1.876978415,2.981379827,3.5230205284,3.1175780699,5.7922260449,6.5779309496
20121108 21:00,0.4591315912,2.3397392232,4.0745039481,4.6985063644,3.0994356275,5.7996966435,6.5759396565
20121108 22:00,0.3534829805,2.3624406969,3.8981776286,4.558170123,3.0051834265,5.1074211709,5.9259495816
20121108 23:00,0.3354031128,2.3369451957,3.5905971668,4.2841219476,2.9073912368,4.5763861186,5.4218293693
20121109 0:00,0.3226429675,2.4193690076,3.7272995943,4.4436593772,2.9874834827,4.6971607964,5.5667204983
20121109 1:00,0.1753351785,1.2013114846,3.9411233211,4.1201459094,1.4104504471,4.9139624672,5.1123769024
20121109 2:00,0.1014701125,1.0805546858,3.8591171596,4.007540852,1.2420591261,4.7808367987,4.9395456641
20121109 3:00,0.0958268934,0.9756472168,3.6135839189,3.742976921,1.1018898141,4.4471429423,4.5816199659
20121109 4:00,0.0968962295,1.0235725713,3.5888364974,3.7319496532,1.1625671337,4.4166471945,4.567092596
20121109 5:00,0.0929962978,1.1428199102,3.7674061271,3.9369259929,1.3060290134,4.661199634,4.8407121182
20121109 6:00,0.0859782179,1.1069702355,4.0046902273,4.1548678581,1.2651071002,4.9896153801,5.1475001327
20121109 7:00,0.0513461055,0.8990421225,4.3715343576,4.4630246894,0.9951165463,5.5232909676,5.6122188173
20121109 8:00,0.0827432515,0.7680964688,4.8786138765,4.9387088942,0.8516546666,6.4240884427,6.480295363
20121109 9:00,0.1131609216,0.9669678219,4.630654418,4.7305377186,1.1860854747,7.0486648171,7.1477601007
20121109 10:00,0.3070791848,0.5846970806,4.163364871,4.2042214172,0.6033009864,7.2204966271,7.24565688
20121109 11:00,0.7046026383,-1.0855203933,3.6820032607,3.8386850009,-2.3651840055,6.4756966314,6.8941092421
20121109 12:00,0.8098199202,-3.1172535336,2.7469389231,4.1548697982,-5.5213453581,4.7825961687,7.3046889514
20121109 13:00,0.5863017145,-4.006325465,2.0462472243,4.4986410653,-6.6022483072,3.5850516087,7.5128075809
20121109 14:00,0.3546691348,-4.2814245474,1.5401381926,4.5500133854,-7.066970724,2.8009590148,7.601805484
20121109 15:00,0.2303206211,-4.3927472213,1.0000621117,4.5051473203,-7.3317872428,1.9482509882,7.5862234404
20121109 16:00,0.1673016786,-4.2968965122,0.6133229954,4.3404475269,-7.305446701,1.3160506769,7.4230412154
20121109 17:00,0.1555479674,-4.2074610081,0.4473696983,4.2311780607,-7.2635840541,1.0122661117,7.3337804707
20121109 18:00,0.2438715359,-4.0987798891,0.101391041,4.1000337465,-7.2080807695,0.4070428081,7.2195645456
20121109 19:00,0.433179972,-4.1255728039,-0.2280893354,4.1318731473,-7.3242613737,-0.3008104162,7.3304359746
20121109 20:00,0.515159412,-4.0625528495,-0.4178195668,4.083981984,-7.154929319,-0.8268620667,7.2025491625
20121109 21:00,0.6637791596,-4.321047872,-0.6973198567,4.376952101,-6.4696048644,-1.1752173403,6.5754789102
20121109 22:00,0.5646543978,-4.419162771,-1.1311275982,4.5616279156,-5.8294356243,-1.6262025345,6.0520124241
20121109 23:00,0.5074044786,-4.1670829535,-1.5697877752,4.4529556477,-5.2734620448,-2.1393521379,5.6908900453
20121110 0:00,0.2544211207,-3.2731052771,-1.6867314729,3.6821571418,-3.9747792587,-2.2179373343,4.5517157396
20121110 1:00,0.2184590777,-2.3212795151,-1.4107391172,2.716343764,-2.6954948419,-1.7943091985,3.2380917131
20121110 2:00,0.0676107976,-1.5657864545,-1.1371284677,1.9351352338,-1.7220349089,-1.4513677164,2.2520818093
20121110 3:00,0,-0.8784923663,-0.7466840735,1.152946635,-0.8697930306,-0.9709903285,1.3035958477
20121110 4:00,0,-0.5962243973,-0.4186508677,0.7285273371,-0.541900515,-0.5632205889,0.7815840325
20121110 5:00,0,-0.7011750381,-0.249391725,0.7442060646,-0.7030601508,-0.3616047081,0.7906020115
